sales,age,coupon
43.779,34,1
46.164,36,1
34.624,33,0
33.421,39,0
64.594,28,0
51.087,37,1
56.245,31,1
44.297,33,0
44.332,38,1
39.819,40,0
18.745,29,1
42.333,41,1
46.641,38,0
31.196,35,1
42.151,34,0
45.39,34,0
42.834,33,1
34.985,35,1
49.87,35,1
29.062,39,0
55.113,43,1
52.22,37,1
37.881,34,0
18.314,38,0
45.678,36,0
55.577,30,0
36.592,40,1
58.658,37,0
46.657,36,0
26.098,38,1
52.073,36,0
51.902,30,1
40.085,34,0
25.879,34,0
32.421,32,0
57.928,43,1
28.151,31,1
33.628,33,0
51.365,31,1
31.575,29,0
56.787,34,1
42.053,34,0
67.646,43,0
45.235,34,1
51.599,30,1
48.46,43,1
51.554,41,1
44.795,34,0
42.834,27,0
48.773,33,0
39.607,34,0
42.038,36,0
48.87,34,1
43.588,37,0
49.377,37,0
44.232,29,0
48.067,30,0
45.853,31,0
41.635,32,0
45.884,33,1
47.215,35,0
47.218,20,1
30.754,33,0
39.822,41,0
43.634,30,1
40.184,40,0
45.686,37,0
31.942,35,1
27.684,36,1
54.84,27,1
27.102,35,0
44.162,43,1
33.247,35,0
32.708,35,1
55.107,31,0
33.173,35,1
41.244,36,0
47.278,37,0
40.213,33,1
52.349,34,0
45.343,45,0
56.972,24,0
45.441,46,0
36.716,37,1
44,40,1
28.37,27,0
35.115,32,1
48.898,34,1
31.618,37,0
20.256,27,0
29.791,37,1
43.72,29,1
55.514,35,1
36.947,38,0
38.725,37,1
53.247,40,1
43.003,40,0
29.249,32,0
36.376,36,0
22.793,30,0
34.807,28,1
54.466,40,1
46.089,35,1
21.616,35,0
33.438,40,1
31.853,38,0
44.35,37,1
29.615,41,0
49.175,40,0
45.714,36,0
36.077,32,0
32.769,32,1
36.975,41,1
31.741,27,0
37.573,35,0
38.166,25,0
55.213,40,0
54.744,39,1
46.426,35,1
38.334,35,1
55.494,23,0
45.789,38,0
50.53,24,1
52.405,23,1
47.418,35,0
28.749,30,0
42.447,37,1
45.42,38,1
42.495,39,0
40.872,32,0
50.277,37,1
30.261,36,1
26.917,39,0
49.49,38,1
40.744,39,1
63.266,34,1
26.368,34,0
30.045,40,0
40.132,24,1
26.157,32,0
45.678,29,0
34.853,33,0
41.215,38,0
29.846,39,0
58.168,30,1
46.402,33,0
9.7086,36,0
41.947,34,0
39.555,37,1
47.637,37,0
29.238,30,0
53.709,34,0
44.474,24,1
49.608,41,1
26.991,32,1
47.068,29,1
63.522,34,1
53.738,28,0
44.122,35,1
42.282,32,0
45.15,46,1
52.319,41,0
54.209,23,0
53.054,37,1
32.285,28,0
53.528,34,1
52.255,36,0
33.793,39,0
57.191,34,1
37.157,43,0
59.229,33,1
41.027,37,0
39.285,38,0
26.576,35,0
25.457,39,1
50.435,37,1
40.253,31,1
27.849,26,1
57.92,44,0
47.533,32,0
31.474,36,1
41.56,38,0
28.915,36,1
39.43,30,1
46.254,33,1
72.74,34,0
56.421,42,1
41.831,31,0
51.842,39,0
48.885,37,0
39.404,34,1
32.265,30,1
17.99,34,0
47.373,35,1
41.202,28,1
57.187,36,0
28.423,31,1
28.539,35,0
37.552,37,0
27.795,30,0
36.802,34,1
19.591,37,1
49.571,26,0
40.862,40,0
42.878,47,0
34.346,40,0
40.563,33,0
52.254,37,1
30.787,30,0
46.067,44,1
56.18,40,0
36.912,39,0
34.463,31,0
36.222,37,1
34.919,32,1
41.695,33,1
44.188,32,1
29.371,30,1
46.283,30,0
42.103,34,0
25.221,27,1
52.205,38,1
49.932,34,1
45.334,38,0
47.552,36,0
31.711,37,0
35.88,28,0
36.391,30,0
49.828,33,0
45.304,36,0
39.089,41,1
39.562,34,1
49.481,41,1
18.938,37,1
49.262,41,1
44.981,36,0
48.282,32,0
62.67,28,0
43.492,36,0
37.748,39,1
46.527,34,0
47.36,32,0
37.652,33,1
61.328,30,1
22.492,33,1
33.79,34,1
34.66,35,0
41.58,35,1
49.501,38,0
62.408,36,1
54.498,44,0
45.622,37,1
73.465,44,1
30.577,31,0
43.856,38,0
45.732,34,0
49.503,38,1
49.218,38,1
31.556,24,1
29.104,28,0
22.41,28,0
44.775,37,0
45.078,42,0
52.804,33,1
37.391,39,1
36.658,38,1
47.37,30,1
34.055,37,1
53.289,31,0
40.08,43,1
41.705,35,0
39.08,43,1
30.561,33,0
40.841,38,1
33.399,35,1
35.023,25,1
38.127,30,1
36.655,38,0
36.792,35,0
39.363,29,0
48.049,32,1
37.573,36,0
37.078,30,0
39.212,40,0
37.175,32,1
48.217,44,0
42.424,30,1
43.314,36,0
33.702,27,0
62.594,31,1
50.291,32,0
49.293,37,0
41.81,40,0
47.966,37,1
42.559,33,1
50.633,39,1
36.599,39,1
30.138,36,1
54.12,38,0
24.132,37,0
52.162,30,0
43.609,39,1
37.314,32,0
52.869,32,1
34.475,36,0
51.055,33,1
51.245,34,0
43.062,38,0
36.015,40,1
46.051,34,1
50.107,37,1
35.89,34,1
23.272,36,0
42.476,37,1
42.671,32,0
39.904,36,0
50.423,38,0
45.172,35,0
25.994,44,0
32.872,32,1
43.538,31,1
52.591,26,1
31.994,40,0
43.843,39,0
41.964,35,1
50.846,39,1
47.003,36,0
52.402,36,1
47.557,36,1
33.136,37,0
25.347,36,0
42.21,49,1
47.432,29,0
56.531,26,1
54.707,29,0
45.958,30,0
42.218,33,0
32.015,34,0
42.797,34,0
41.083,38,0
66.78,37,0
31.768,39,1
36.621,44,0
25.731,41,1
33.298,29,0
49.966,23,0
34.829,40,1
60.971,26,0
37.797,35,0
29.41,35,0
34.628,46,0
31.311,35,1
27.744,32,1
35.035,36,0
50.276,36,1
46.697,35,0
38.908,32,0
17.805,29,0
42.547,37,0
44.155,28,1
50.586,30,0
52.506,42,1
22.17,33,1
34.881,34,1
54.316,39,1
16.034,33,0
38.947,40,0
38.823,33,1
34.883,40,1
35.809,38,0
28.748,34,0
31.691,31,1
26.144,30,0
40.869,34,0
41.856,33,0
34.558,33,0
47.101,40,1
37.819,34,1
62.875,41,1
60.106,32,1
38.874,40,0
37.422,32,1
37.491,36,0
41.733,40,0
34.211,33,0
53.911,33,1
32.147,45,0
32.159,40,0
45.812,33,1
40.796,38,1
45.628,33,1
43.602,39,1
32.85,42,0
44.869,27,1
41.599,40,0
51.293,42,1
35.952,35,1
50.627,44,0
57.677,36,1
34.372,29,1
56.106,24,1
44.035,33,0
55.048,39,0
40.373,37,1
64.372,37,1
47.271,32,1
45.2,36,0
28.014,27,1
52.469,31,1
53.238,31,0
35.259,38,0
35.706,35,1
41.287,29,0
56.59,35,0
47.607,32,0
33.509,32,1
55.345,39,1
43.886,36,0
38.808,37,1
61.16,39,1
45.789,36,1
46.278,38,1
36.315,38,0
58.703,41,1
37.239,37,0
24.871,42,0
35.857,35,0
27.595,35,1
40.748,44,0
60.271,32,1
38.953,35,0
50.804,40,1
58.891,36,1
43.733,42,0
42.326,40,1
38.572,36,0
40.724,31,1
66.391,38,0
33.919,28,1
20.671,36,0
44.916,39,1
54.177,36,1
39.949,39,1
34.104,45,0
51.051,40,1
47.789,36,0
25.122,38,1
46.724,37,0
34.286,28,1
59.436,33,0
50.101,41,0
44.212,35,1
37.233,38,1
38.95,30,0
26.48,35,0
37.694,38,0
43.278,28,1
56.048,37,0
35.59,34,0
49.809,30,0
34.197,35,0
49.624,26,1
51.805,24,0
37.574,29,1
45.37,30,1
36.083,29,0
36.12,26,1
47.344,36,1
69.52,27,1
49.006,36,0
50.372,39,1
46.027,35,1
39.207,35,1
27.602,33,1
41.45,28,0
55.215,35,0
35.878,40,0
46.772,44,0
40.483,33,0
53.87,27,0
39.634,36,1
55.644,37,0
42.042,34,0
49.681,29,0
37.109,45,1
34.956,23,1
31.233,32,1
32.749,28,0
42.624,32,0
40.619,37,0
33.54,36,0
54.09,31,0
39.072,39,0
45.613,38,1
29.489,38,0
39.695,33,0
50.224,40,1
33.311,38,0
49.305,48,1
43.623,40,1
36.053,41,1
50.883,35,0
44.386,29,1
32.409,33,0
38.877,31,1
46.215,32,1
25.587,38,1
33.398,32,0
42.86,31,0
45.166,33,1
46.725,34,1
39.926,37,1
47.37,30,1
39.73,37,1
49.19,35,1
30.338,42,0
60.421,34,0
35.519,34,0
35.109,29,0
32.826,28,0
33.695,37,1
54.958,34,1
32.958,38,0
40.22,31,1
47.811,45,1
49.153,36,0
65.784,40,1
44.3,34,1
28.81,34,0
69.212,38,0
39.618,38,1
34.179,29,0
30.604,27,1
22.435,30,1
43.439,28,1
43.378,35,1
57.895,33,0
34.877,33,0
44.786,28,0
59.998,39,0
49.39,37,1
44.199,35,0
47.508,40,1
40.432,31,0
47.857,37,0
40.446,37,0
36.689,37,1
43.637,31,1
41.76,37,0
55.683,32,1
24.194,31,1
33.869,29,1
33.855,40,1
45.318,31,0
38.421,34,1
44.877,29,1
58.089,34,0
46.808,19,1
41.459,30,1
29.721,28,0
61.192,30,0
39.671,34,1
33.023,33,0
60.487,45,0
33.116,32,1
34.182,34,0
34.652,27,0
45.026,33,1
46.297,28,0
34.71,35,0
46.375,39,0
34.28,37,0
22.395,31,1
41.879,27,0
46.384,42,0
63.143,45,1
39.889,36,0
55.258,30,1
61.604,41,1
35.504,32,1
49.03,33,0
49.761,39,0
34.107,28,0
44.296,25,1
30.404,37,0
43.85,37,0
44.112,35,1
54.037,37,0
44.186,40,0
57.374,40,0
33.616,32,1
10.867,39,0
59.051,36,0
50.575,32,0
53.644,29,1
37.617,38,1
31.394,33,1
34.333,35,0
41.156,31,1
41.471,27,0
40.117,36,1
52.759,35,0
39.761,41,0
44.627,39,0
24.151,40,1
44.932,31,0
43.843,30,0
37.894,29,1
35.752,37,0
44.096,49,1
28.911,39,0
43.127,31,0
15.573,39,1
49.917,29,1
44.892,28,0
41.588,39,0
45.419,31,0
38.335,37,1
42.189,42,1
55.03,37,1
39.399,40,1
44.895,27,0
38.834,38,1
38.316,46,1
50.867,38,1
51.636,27,0
52.35,34,0
34.861,33,1
65.927,37,1
49.537,37,1
51.431,37,1
45.209,33,0
36.419,32,0
29.909,32,0
54.104,39,0
43.279,26,0
39.339,34,1
42.02,36,0
26.68,32,1
40.999,37,1
40.637,35,1
36.334,30,1
48.136,36,1
35.761,34,1
48.736,33,0
46.932,31,0
38.855,35,1
34.283,26,1
38.067,33,0
52.051,32,0
47.682,30,0
50.806,38,0
35.882,31,1
42.808,38,1
7.6151,40,0
51.515,34,1
57.573,36,0
36.711,38,0
33.963,35,1
50.199,38,1
28.306,29,0
42.889,41,0
50.083,30,1
26.67,26,1
55.916,42,0
39.578,35,0
43.767,37,1
51.741,33,1
29.274,30,0
33.517,20,0
52.251,38,1
47.84,34,0
48.892,34,0
46.788,37,1
41.281,28,0
29.924,31,1
61.391,41,1
36.296,38,0
35.912,29,1
58.574,24,0
55.251,32,0
28.657,36,1
66.637,40,1
58.183,35,1
29.467,29,1
42.973,37,1
36.197,29,1
47.747,30,0
34.721,32,1
47.714,29,0
48.359,34,1
34.233,31,1
45.045,34,1
32.677,33,0
27.997,33,0
29.044,32,0
60.456,41,1
33.551,38,0
49.194,35,0
32.647,28,1
36.564,27,0
33.578,25,1
49.216,48,1
42.446,40,0
44.507,36,1
63.202,30,0
20.113,29,1
38.973,38,0
41.135,43,0
30.409,27,1
30.445,33,0
42.681,35,1
38.503,25,1
49.473,39,0
51.291,33,0
47.378,45,0
31.947,33,0
49.241,37,1
24.871,29,0
36.948,32,1
49.578,29,0
43.021,37,0
22.985,42,0
38.564,32,1
41.867,37,0
45.597,32,1
42.415,36,0
51.777,41,0
45.065,36,1
45.921,30,0
67.131,31,1
54.768,34,1
38.545,34,1
37.415,31,0
37.178,36,0
46.449,41,1
50.892,34,0
55.307,34,0
32.989,24,1
37.22,31,1
34.341,28,1
56.532,33,0
58.507,38,1
46.254,43,0
43.287,44,1
33.699,34,1
22.086,33,1
48.267,39,1
52.772,37,1
54.124,39,1
43.657,39,0
45.393,28,1
54.578,38,0
36.242,35,0
52.731,31,1
46.361,32,0
36.396,41,0
30.92,31,0
27.083,29,1
45.359,36,1
44.798,45,1
34.249,35,0
54.185,37,0
41.609,30,0
51.961,43,1
39.496,36,1
57.47,38,1
67.417,30,1
38.877,39,1
42.87,37,1
47.885,29,0
49.775,35,1
18.544,33,1
33.496,36,0
44.452,34,1
44.396,34,1
28.578,30,0
38.235,33,0
47.122,39,1
24.049,44,0
41.948,29,1
28.548,47,1
22.952,43,1
27.417,36,0
44.069,33,0
45.279,32,0
47.128,39,1
9.8965,32,0
43.109,33,0
44.877,39,0
45.63,37,1
56.092,39,1
47.176,38,0
61.853,33,0
47.458,32,0
34.508,39,0
51.458,32,0
56.716,41,0
37.862,39,0
57.038,36,1
58.501,35,1
37.618,37,1
62.957,53,1
41.802,34,0
37.281,27,0
30.332,45,0
35.097,38,0
23.133,32,0
42.897,48,0
61.36,38,0
45.257,36,1
37.374,31,1
46.111,30,1
45.889,26,1
42.838,33,0
42.923,30,1
33.443,38,1
37.041,33,1
58.658,44,1
43.66,43,0
47.763,36,1
43.622,34,1
40.56,41,1
44.229,29,0
34.27,38,0
28.209,32,0
48.139,33,0
38.227,32,0
39.156,38,1
51.82,31,0
52.331,30,0
38.82,38,1
40.717,33,0
33.313,37,1
30.372,33,1
40.222,36,1
28.361,22,1
55.377,37,1
13.67,44,0
54.525,40,1
46.169,40,1
50.152,34,0
53.228,36,0
64.119,36,0
43.643,35,0
27.887,31,1
41.533,33,0
42.314,34,0
42.142,33,0
40.484,39,0
48.712,48,0
33.379,28,1
44.443,36,1
38.296,28,1
43.552,42,0
31.095,42,0
39.464,27,1
38.104,45,1
29.922,30,1
25.028,36,0
41.624,40,1
31.221,36,1
55.14,46,0
29.541,49,0
52.248,36,0
42.471,25,0
40.308,33,0
38.414,31,0
69.249,31,0
37.23,29,1
40.913,35,0
58.262,46,1
29.217,31,0
40.22,34,0
36.889,41,0
57.908,41,0
31.181,37,1
46.09,40,1
45.177,39,1
43.738,33,0
44.222,37,1
43.715,34,0
30.153,31,0
41.792,38,1
25.987,35,1
37.752,34,0
49.341,36,1
45.966,40,1
34.759,37,1
50.074,36,0
33.227,36,1
24.548,35,0
50.366,31,0
32.62,39,1
39.423,42,1
49.97,32,1
29.168,45,1
36.552,34,0
35.399,34,0
38.011,31,1
38.524,31,0
0.013824,30,1
36.034,37,1
48.558,43,0
54.072,38,1
61.62,39,0
31.072,42,1
24.397,23,0
30.486,34,1
36.636,37,0
55.265,39,0
45.414,28,1
46.742,30,1
44.952,39,1
41.638,34,0
35.76,38,1
45.893,30,1
28.299,27,1
52.248,39,0
32.318,41,0
30.624,43,0
27.426,27,1
30.382,28,1
36.279,28,1
40.394,35,1
33.355,32,1
24.979,42,0
28.98,28,1
24.352,26,0
52.144,36,1
32.097,41,0
55.159,31,1
38.473,29,0
38.795,34,0
46.075,27,0
37.834,35,1
41.911,39,1
56.261,36,1
33.219,25,1
53.7,32,1
53.272,33,0
32.9,44,1
61.016,40,0
53.363,35,0
53.138,42,1
40.222,30,1
40.513,33,0
50.302,42,1
50.403,43,1
68.346,39,1
36.711,37,1
40.088,32,1
52.576,39,1
46.104,31,0
31.995,38,0
38.093,36,1
44.411,41,0
55.213,33,1
46.766,38,1
65.342,39,0
37.757,31,0
43.256,36,0
39.999,43,0
39.267,36,1
50.843,33,1
42.982,37,0
32.751,34,1
51.793,37,0
38.045,34,0
30.019,35,0
49.259,37,0
30.77,42,1
30.698,37,0
42.957,43,0
32.855,25,0
46.573,33,0
17.618,36,0
44.265,31,1
34.689,29,1
69.136,38,1
51.196,38,1
33.761,36,0
38.316,37,0
39.102,31,0
60.282,33,1
35.543,34,0
47.655,32,0
42.638,37,0
46.002,47,0
32.161,33,0
44.802,38,1
40.695,30,0
52.111,42,0
55.744,30,0
56.818,36,1
47.37,32,1
47.721,38,0
41.746,35,1
42.398,35,1
47.214,50,1
41.815,32,1
47.336,35,1
52.356,48,0
47.329,29,1
56.494,38,1
44.963,30,0
31.776,40,0
42.227,37,0
38.631,38,0
55.559,34,1
50.925,36,0
27.845,42,1
29.898,24,0
30.985,27,1
43.955,37,0
45.369,32,1
51.151,34,1
51.952,28,0
43.597,30,1
46.672,33,1
27.218,31,1
37.522,31,1
42.147,33,1
49.676,30,1
52.906,42,1
34.986,30,0
28.505,44,1
39.675,33,1
39.157,28,0
34.464,32,0
49.49,40,1
42.37,40,1
33.487,36,0
50.464,36,1
39.239,38,0
66.221,28,1
57.762,32,0
33.661,26,1
49.994,33,1
45.966,40,0
30.965,39,0
46.788,46,0
42.846,36,1
40.875,24,1
41.504,43,1
52.654,41,1
42.985,32,0
39.098,36,0
37.839,39,0
54.891,37,1
45.829,38,0
37.17,34,0
73.058,35,1
66.178,35,0
51.077,31,1
44.864,42,1
22.053,35,0
61.464,38,1
42.294,31,1
45.666,30,1
32.049,35,1
51.371,34,1
51.711,41,1
44.317,38,1
52.542,38,1
37.324,28,1
41.284,30,0
44.03,36,1
59.579,33,0
49.221,41,1
54.486,42,1
54.899,32,0
29.976,39,0
54.336,42,0
48.381,37,1
53.175,43,1
36.883,40,0
50.956,36,0
56.903,39,1
46.777,36,1
52.31,33,1
32.83,37,0
47.227,35,0
49.067,33,1
21.349,44,0
66.415,36,1
57.203,49,1
40.508,34,0
47.076,38,1
37.523,43,0
52.993,49,0
36.36,37,1
34.895,31,0
39.351,39,0
22.388,28,1
45.805,34,1
35.004,36,1
33.538,42,0
50.295,42,1
53.069,35,1
56.49,40,1
37.377,33,1
56.812,38,0
44.019,45,1
46.326,36,1
30.124,33,1
65.048,32,0
67.232,39,0
36.322,42,0
54.426,46,1
17.326,35,0
44.092,36,0
52.504,32,1
46.489,43,1
43.274,35,1
33.547,33,1
41.433,46,1
39.46,39,1
44.497,39,0
69.382,30,0
30.637,37,0
23.254,38,0
50.282,30,1
42.155,34,1
57.307,33,0
49.001,38,0
30.792,30,0
29.244,40,0
51.219,44,0
51.095,33,0
35.165,35,0
47.604,38,0
52.151,41,0
33.708,38,0
38.725,37,0
48.786,33,0
45.807,34,0
33.74,38,0
52.033,43,1
54.053,38,1
48.27,29,0
29.002,37,0
39.686,35,1
42.954,34,1
50.574,34,1
47.302,31,0
42.641,33,1
41.103,31,0
45.284,33,1
48.989,36,1
48.528,36,0
26.404,34,0
30.466,34,1
48.292,35,1
42.531,37,0
61.05,41,1
43.838,38,0
33.542,34,1
43.575,38,0
35.522,34,0
30.347,26,0
20.781,23,1
43.752,26,0
44.807,34,1
42.736,32,0
33.943,31,1
42.629,35,1
31.68,32,0
39.825,32,0
52.181,38,0
31.58,39,0
49.641,47,1
48.316,37,0
62.019,35,0
22.865,32,0
55.033,34,0
57.775,35,1
34.273,26,1
57.722,34,0
44.891,39,1
31.431,32,0
34.82,37,0
43.542,40,1
66.131,40,0
29.742,39,1
32.005,24,1
33.204,32,0
55.753,40,0
38.003,37,0
36.084,35,1
40.041,37,1
24.55,41,1
46.533,36,1
32.908,31,1
40.057,34,0
43.407,34,1
22.898,39,1
45.457,37,1
39.973,38,0
45.403,36,1
44.964,33,1
31.601,35,0
53.51,36,1
28.866,28,0
37.526,36,0
53.77,40,1
44.152,34,0
37.234,43,1
40.585,38,1
58.748,33,1
42.708,34,0
27.15,34,0
50.935,36,1
30.88,39,0
43.243,34,0
39.77,37,1
42.076,44,1
43.552,40,0
43.469,39,1
56.922,31,0
20.081,32,1
37.731,36,0
32.321,34,0
23.016,27,0
33.068,27,1
37.214,40,1
38.254,31,1
48.63,45,0
28.581,24,1
39.976,37,0
36.834,35,1
46.535,31,0
58.716,37,0
27.842,31,0
42.448,39,1
50.996,35,0
25.693,27,1
59.513,23,1
45.671,34,1
49.618,41,1
39.384,36,1
43.944,35,0
43.486,38,0
34.649,28,0
45.986,42,1
59.558,31,0
52.905,35,0
54.364,33,1
37.443,36,0
28.496,25,0
55.126,43,1
42.419,38,1
40.551,45,0
47.639,42,1
47.965,35,0
38.445,30,1
38.14,26,0
30.2,35,0
53.281,36,1
62.473,40,1
41.058,30,1
33.614,39,1
41.675,35,1
45.396,31,1
51.899,39,1
26.296,36,0
41.859,34,1
25.147,44,1
38.932,38,0
54.607,34,0
31.745,36,1
42.084,35,1
40.57,36,1
41.906,37,1
42.027,32,1
49.933,31,0
26.759,37,0
33.547,44,0
48.883,33,0
30.805,30,0
36.559,34,1
37.059,33,1
38.164,33,0
62.592,37,1
27.341,34,0
20.016,32,0
60.072,33,0
48.953,28,1
30.722,31,0
47.822,28,1
6.7565,32,0
49.663,30,0
61.599,31,1
49.663,33,0
56.187,29,1
61.01,35,1
35.596,37,1
27.226,30,1
46.07,41,1
60.683,27,1
43.951,33,0
34.785,28,0
41.71,33,0
42.274,28,0
34.554,32,1
41.117,31,1
50.691,29,1
35.669,25,1
39.899,38,1
32.975,45,1
58.502,46,1
47.346,33,0
20.618,35,0
55.428,33,1
29.373,35,0
52.965,30,1
44.714,25,1
53.203,35,0
31.028,29,1
41.638,25,1
40.386,47,0
39.951,34,0
30.078,37,0
45.047,41,1
52.055,27,1
42.476,37,1
50.238,38,0
40.04,35,0
39.368,36,0
40.915,32,0
41.579,39,0
48.634,31,1
42.209,31,1
42.757,39,0
47.536,43,1
42.83,33,0
42.509,32,1
53.777,37,0
45.913,40,1
61.409,40,1
45.386,36,0
43.767,32,1
56.994,38,1
40.503,35,1
23.349,42,0
64.151,28,1
63.77,36,1
64.421,41,0
44.786,33,0
26.85,32,0
30.976,30,0
25.572,34,1
22.437,34,1
50.897,36,0
31.295,31,0
54.667,35,1
37.226,32,1
49.047,33,1
51.388,31,0
44.315,34,0
57.982,53,1
53.003,52,1
28.847,41,0
54.924,39,1
47.618,29,1
38.9,32,0
39.084,32,0
53.338,38,0
38.848,37,0
31.833,36,1
54.756,33,0
28.749,30,0
55.007,35,1
44.291,41,0
51.212,37,1
57.509,36,0
64.802,38,1
37.757,38,0
42.766,27,1
44.771,35,0
35.701,33,1
35.071,25,0
34.224,28,1
39.681,33,0
37.634,39,1
62.217,34,0
28.705,36,1
39.499,31,0
36.284,24,1
40.746,35,0
36.403,30,1
57.21,41,1
52.72,44,0
46.032,33,1
42.278,41,0
66.529,40,0
31.987,28,0
45.321,35,1
39.851,36,0
38.01,38,0
39.091,38,0
35.476,38,0
44.471,38,0
39.015,33,0
37.454,37,1
52.645,24,1
51.353,29,1
64.009,41,0
45.005,32,1
39.023,37,0
26.682,43,1
32.775,31,1
42.035,30,0
32.984,33,1
63.469,37,0
40.493,34,1
58.792,30,0
29.873,27,0
62.537,33,1
55.177,34,1
36.415,32,0
42.253,34,0
33.827,30,0
32.503,38,0
27.645,24,1
52.503,36,0
58.352,38,1
36.448,31,1
32.621,35,0
60.991,36,1
41.427,32,0
36.745,35,0
48.863,37,0
35.909,30,0
55.049,39,0
46.123,40,1
42.652,37,1
39.513,35,1
31.971,29,1
53.054,37,0
61.692,29,1
43.514,43,0
42.129,38,0
27.552,36,0
16.998,33,0
29.865,24,0
40.848,29,1
61.986,37,1
50.599,47,1
27.076,39,1
41.446,37,1
44.331,32,0
34.299,36,0
56.72,40,1
37.841,34,0
51.843,44,0
58.461,29,0
45.203,33,0
48.114,35,1
36.345,25,1
32.361,38,0
33.735,35,0
47.167,35,0
42.521,39,1
31.293,40,0
47.544,39,1
41.377,33,1
49.989,35,0
49.303,37,0
53.524,29,1
53.475,30,1
36.555,33,0
30.493,35,0
36.985,44,1
56.397,39,1
46.547,33,0
33.684,32,1
55.94,43,0
61.153,49,0
31.411,36,1
49.423,33,0
58.242,28,1
40.875,40,1
47.489,36,0
27.185,41,0
39.367,30,1
29.631,36,1
27.689,32,1
68.377,41,0
39.573,32,1
44.382,35,0
44.164,33,0
39.471,40,0
57.308,37,0
59.423,30,0
32.973,32,0
39.428,30,0
51.235,38,1
29.626,37,1
25.479,27,0
33.458,25,1
48.967,35,1
45.333,38,0
32.466,36,0
26.71,27,1
43.051,27,1
46.186,39,1
63.594,34,1
37.938,33,0
36.337,42,0
34.426,31,1
59.284,36,1
26.872,37,0
47.423,39,1
41.125,31,1
30.782,37,0
39.24,49,1
63.167,27,1
32.233,37,0
36.402,34,0
39.129,31,0
63.47,31,1
31.244,37,0
41.601,47,0
58.987,31,1
38.771,38,0
46.892,32,0
45.845,45,1
44.734,38,1
32.164,34,1
19.708,38,0
47.585,35,0
56.397,41,0
46.307,34,0
42.969,29,1
43.659,36,1
30.188,43,0
47.822,29,0
49.423,34,1
31.241,40,0
39.916,25,0
43.864,38,0
33.499,39,1
61.901,36,1
24.484,31,0
17.239,35,0
24.563,35,1
51.019,40,0
47.365,38,1
48.879,33,1
25.526,43,0
45.346,35,1
40.934,31,0
54.536,33,1
45.099,39,1
47.26,36,1
55.672,39,1
49.491,35,0
39.202,47,1
42.255,27,0
51.927,33,0
46.417,35,0
46.955,35,1
52.955,42,1
46.635,36,1
43.052,34,1
38.867,35,0
65.089,39,1
40.21,32,1
38.403,37,0
31.728,27,1
